transaction_id,user_id,transaction_amount,transaction_type,transaction_time,location,is_foreign_transaction,device_type,is_new_device,is_new_location,account_age_days,avg_transaction_amount,transactions_last_24h,failed_logins_24h,time_since_last_txn,txn_hour,is_weekend,is_fraud
T0095667,U10540,3273.92,NEFT,08-01-2024 15:32,Bangalore,0,Mobile,0,0,316,2695.17,1,0,340,15,0,0
T0015709,U2571,7671.91,POS,18-02-2024 00:57,Mumbai,0,Mobile,0,0,1224,6229.46,1,0,361,0,1,0
T0098559,U10839,4703.49,IMPS,25-05-2024 13:28,Bangalore,0,Tablet,1,0,3318,4821.32,1,1,303,13,1,0
T0071525,U8156,291.4651785,ATM Withdrawal,22-12-2024 00:22,Mumbai,0,Mobile,0,1,214,3798.91,8,2,110,0,1,1
T0032417,U4252,4245,UPI,24-12-2024 05:26,Kolkata,0,Mobile,0,0,2986,5498.47,18,1,1,5,0,1
T0095160,U10485,3702.76,IMPS,20-08-2024 15:13,Hyderabad,0,Mobile,0,0,3241,4711.01,2,0,240,15,0,0
T0013450,U2352,5635.56,NEFT,30-06-2024 23:56,Delhi,0,Tablet,0,0,2115,4759.38,3,1,539,23,1,0
T0050912,U6084,3689.39,NEFT,31-12-2024 23:56,Mumbai,0,Mobile,0,0,1257,4273.71,2,1,53,23,0,0
T0012131,U2219,5351.53,NEFT,21-03-2024 03:13,Kolkata,0,Desktop,1,0,2171,3929.17,1,0,375,3,0,0
T0031235,U4133,4074.08,POS,22-02-2024 09:49,Bangalore,0,Mobile,0,0,1364,4478.5,2,0,1001,9,0,0
T0050637,U6058,2385.51,UPI,22-08-2024 11:23,Hyderabad,0,Mobile,0,0,1965,3304.6,4,0,1220,11,0,0
T0059886,U6983,3060.1,NEFT,11-09-2024 14:54,Hyderabad,0,Mobile,0,1,2738,4324.57,2,0,984,14,0,0
T0079676,U8953,1820.54,UPI,12-03-2024 14:27,Kolkata,0,Desktop,0,0,100,3740.02,0,1,532,14,0,0
T0003539,U1363,5640.12,IMPS,05-11-2024 01:11,Mumbai,0,Tablet,1,0,616,4993.79,3,1,323,1,0,0
T0048110,U5804,4846.36,IMPS,06-06-2024 10:37,Hyderabad,0,Mobile,0,1,3012,5178.16,2,1,512,10,0,0
T0008871,U1893,1951.3,ATM Withdrawal,23-07-2024 01:35,Bangalore,0,Desktop,0,0,1144,3288.94,1,0,35,1,0,0
T0071145,U8119,2569.06,UPI,03-06-2024 02:56,Delhi,0,Mobile,0,0,3432,2465.72,0,1,901,2,0,0
T0023307,U3344,4923.75,IMPS,13-10-2024 02:51,Mumbai,0,Desktop,0,1,446,4438.51,4,1,941,2,1,0
T0059536,U6948,4512.7,UPI,11-11-2024 19:09,Bangalore,0,Mobile,0,0,1350,4481.3,1,0,641,19,0,0
T0067262,U7724,2371.5,NEFT,26-11-2024 06:29,Chennai,0,Mobile,0,1,3307,3621.54,1,1,361,6,0,0
T0097971,U10773,4463.68,IMPS,03-10-2024 11:37,Bangalore,0,Desktop,0,0,578,4604.49,0,0,514,11,0,0
T0000102,U1010,5331.52,ATM Withdrawal,04-04-2024 23:04,Kolkata,0,Tablet,0,0,2328,5125.84,1,0,189,23,0,0
T0032839,U4292,4292.92,IMPS,08-03-2024 05:27,Chennai,0,Mobile,0,0,950,5715.31,1,0,273,5,0,0
T0053244,U6321,2944.39,UPI,18-06-2024 11:09,Delhi,0,Tablet,0,0,507,3202.44,3,1,1025,11,0,0
T0069558,U7959,4227.61,RTGS,26-06-2024 18:01,Delhi,0,Mobile,0,1,2002,2993.11,4,0,935,18,0,0
T0004950,U1499,2135.02,UPI,13-07-2024 22:47,Hyderabad,0,Mobile,0,1,1871,3673.37,3,0,742,22,1,0
T0002897,U1299,3572.88,IMPS,15-03-2024 13:39,Chennai,0,Mobile,0,1,814,3522.15,4,0,680,13,0,0
T0048215,U5815,3968.53,RTGS,23-07-2024 08:10,Chennai,0,Mobile,0,0,2203,4227.48,2,0,300,8,0,0
T0050432,U6038,2037.81,NEFT,23-10-2024 02:27,Bangalore,0,Mobile,0,0,277,2023.37,3,1,627,4,0,1
T0087352,U9706,4803.98,IMPS,14-11-2024 19:17,Mumbai,0,Mobile,0,0,1544,4770.23,4,0,1035,19,0,0
T0081032,U9089,4136.73,NEFT,29-05-2024 08:26,Chennai,0,Mobile,0,0,1060,3325.74,1,1,1068,8,0,0
T0098702,U10854,2040.15,NEFT,21-12-2024 00:27,Bangalore,0,Mobile,0,0,2848,2437.72,4,2,434,0,1,0
T0036370,U4643,11950.08,NEFT,24-10-2024 16:56,Kolkata,0,Mobile,1,0,1558,4506.21,4,0,1220,16,0,1
T0087416,U9713,4670.94,POS,06-11-2024 10:47,Kolkata,0,Mobile,0,0,3194,4762.66,2,0,774,10,0,0
T0039570,U4956,7290.04,NEFT,24-01-2024 06:26,Bangalore,0,Mobile,1,0,3158,3188.61,3,0,963,6,0,1
T0094844,U10454,4289.2,IMPS,22-12-2024 15:52,Mumbai,0,Tablet,0,0,800,4293.4,3,0,39,15,1,0
T0041558,U5148,388.7923627,NEFT,06-05-2024 14:44,Kolkata,0,Mobile,0,1,2104,5561.87,9,0,1043,14,0,1
T0037080,U4718,5518.88,IMPS,08-03-2024 12:46,Delhi,0,Mobile,0,0,3163,5692.74,2,0,832,12,0,0
T0050513,U6046,4011.34,NEFT,22-05-2024 03:51,Mumbai,0,Desktop,0,0,2554,4176.54,0,0,1398,3,0,0
T0047131,U5700,2966.14,IMPS,13-10-2024 00:27,Kolkata,0,Mobile,0,1,3507,3744.26,3,0,1331,0,1,0
T0059503,U6944,4030.32,NEFT,27-05-2024 04:09,Mumbai,0,Mobile,0,0,3142,1909.5,1,1,899,4,0,0
T0014297,U2437,1898.99,UPI,17-05-2024 12:23,Delhi,0,Mobile,0,0,1442,2925.67,2,0,367,12,0,0
T0007550,U1762,1081.33,IMPS,03-11-2024 22:54,Delhi,0,Mobile,0,0,3256,2666.59,0,0,1100,22,1,0
T0075499,U8554,3641.97,UPI,22-01-2024 09:33,Hyderabad,0,Mobile,0,0,2276,3325.6,2,1,1305,9,0,0
T0052779,U6276,4499.98,UPI,20-05-2024 22:12,Kolkata,0,Mobile,0,0,663,3900.95,2,1,743,22,0,0
T0011762,U2180,3522.35,NEFT,05-03-2024 20:28,Delhi,0,Mobile,0,0,2292,4391.08,2,1,684,20,0,0
T0006886,U1695,6345.58,POS,08-11-2024 04:41,Bangalore,0,Mobile,0,0,1357,6632.69,3,2,1159,4,0,0
T0051218,U6114,6823.84,UPI,20-03-2024 01:00,Bangalore,0,Mobile,0,0,3375,6054.57,2,1,498,3,0,1
T0073772,U8380,4215.26,NEFT,02-02-2024 18:19,Mumbai,0,Tablet,0,0,1944,3644.67,2,0,209,18,0,0
T0049167,U5909,4427.44,IMPS,29-09-2024 10:52,Chennai,0,Mobile,0,0,596,3196.93,1,0,444,10,1,0
T0012536,U2257,3913.91,UPI,01-06-2024 11:47,Kolkata,0,Desktop,0,1,3369,4918.99,4,1,1290,11,1,0
T0052628,U6259,5219.13,IMPS,05-07-2024 06:51,Delhi,0,Desktop,0,0,3643,4304.97,2,0,252,6,0,0
T0043139,U5303,4153.88,UPI,04-12-2024 18:55,Kolkata,0,Mobile,0,0,1853,3785.78,6,1,1299,18,0,0
T0067041,U7700,1723.19,NEFT,14-02-2024 22:02,Delhi,0,Mobile,0,0,3524,3472.38,1,0,165,22,0,0
T0054070,U6402,3006.74,NEFT,07-04-2024 06:02,Mumbai,0,Desktop,0,0,3395,2196.85,1,0,1174,6,1,0
T0056281,U6622,4264.7,UPI,29-12-2024 20:44,Bangalore,0,Desktop,0,0,697,3320.7,6,0,1369,20,1,0
T0083990,U9377,3775.54,ATM Withdrawal,03-01-2024 05:06,Delhi,0,Mobile,0,0,785,4437.45,2,1,667,5,0,0
T0088347,U9801,7861.31,NEFT,02-10-2024 00:54,Bangalore,0,Mobile,0,0,2725,7177.51,3,0,1272,0,0,0
T0010143,U2023,3271.8,ATM Withdrawal,06-06-2024 09:57,Chennai,0,Desktop,0,0,2257,2735.11,0,1,105,9,0,0
T0080499,U9036,5682.56,UPI,03-06-2024 14:45,Delhi,0,Desktop,0,0,850,4063.51,0,0,735,14,0,0
T0093116,U10276,4332.2,NEFT,20-10-2024 08:37,Bangalore,0,Mobile,0,0,2050,3757.78,2,1,1433,8,1,0
T0025737,U3584,2397.56,IMPS,03-08-2024 00:12,Hyderabad,0,Mobile,0,0,2276,3816.32,4,0,754,0,1,0
T0020350,U3046,4444.74,ATM Withdrawal,14-09-2024 20:31,Mumbai,0,Mobile,0,0,251,3209.9,0,0,1387,20,1,0
T0053778,U6372,5477.81,ATM Withdrawal,17-07-2024 09:54,Hyderabad,0,Mobile,0,0,3478,4111.11,4,1,689,9,0,0
T0099031,U10885,2665.71,IMPS,21-10-2024 21:56,Kolkata,0,Mobile,0,0,1427,2953.8,0,0,497,21,0,0
T0011066,U2111,1927.19,RTGS,05-08-2024 09:13,Mumbai,0,Mobile,0,0,2367,2906.08,2,0,411,9,0,0
T0037707,U4779,5200.21,POS,29-01-2024 05:44,Hyderabad,0,Mobile,0,0,1801,6306.31,2,0,1283,5,0,0
T0050804,U6074,2476.51,IMPS,22-08-2024 01:33,Hyderabad,0,Mobile,0,0,3290,3350.93,3,0,71,1,0,0
T0062717,U7268,3184.86,UPI,02-09-2024 11:39,Kolkata,0,Desktop,0,0,2839,3595.69,4,2,480,11,0,0
T0085304,U9499,5800.11,UPI,15-12-2024 03:33,Chennai,0,Mobile,0,0,3193,5925.95,4,1,667,3,1,0
T0025459,U3559,975.12,NEFT,30-01-2024 02:03,Delhi,0,Mobile,0,0,1298,2341.27,2,1,1095,2,0,0
T0005395,U1545,9484.44,NEFT,16-02-2024 07:52,Mumbai,1,Mobile,1,1,659,4988.92,3,1,200,7,0,1
T0010262,U2034,4006.72,UPI,20-04-2024 09:00,Bangalore,0,Mobile,0,0,2862,3673.7,3,1,756,9,1,0
T0093150,U10279,3775.51,IMPS,31-05-2024 10:41,Kolkata,0,Mobile,0,0,1951,3810.16,3,1,1165,10,0,0
T0027127,U3718,5179.08,POS,16-11-2024 04:23,Kolkata,0,Mobile,0,0,1029,6719.72,3,2,1030,4,1,0
T0044252,U5407,3835.63,IMPS,17-12-2024 05:49,Delhi,0,Desktop,0,0,2276,5658.59,4,2,426,5,0,0
T0043599,U5345,3632.8,IMPS,17-01-2024 23:13,Kolkata,0,Mobile,0,0,907,3436.51,1,0,359,23,0,0
T0070560,U8062,3205.72,UPI,14-05-2024 03:05,Kolkata,0,Desktop,0,0,2487,3379.37,2,1,941,3,0,0
T0088480,U9815,5508.54,ATM Withdrawal,14-10-2024 16:24,Hyderabad,1,Mobile,1,1,2334,4087.3,2,1,1099,16,0,1
T0041514,U5145,2177.35,NEFT,14-06-2024 07:28,Delhi,0,Mobile,0,0,551,3533.64,0,0,289,7,0,0
T0073346,U8340,3267.26,UPI,08-05-2024 16:10,Bangalore,0,Tablet,0,0,2360,3311.97,3,1,484,16,0,0
T0014628,U2466,2348.66,IMPS,06-03-2024 22:01,Delhi,0,Mobile,0,0,1258,2607.07,1,0,1223,22,0,0
T0024718,U3486,3403.45,IMPS,12-10-2024 12:45,Kolkata,0,Mobile,0,0,386,4264.91,2,1,899,12,1,0
T0012729,U2278,5421.16,NEFT,12-08-2024 15:54,Bangalore,0,Mobile,0,0,3299,3679.31,4,1,310,15,0,0
T0063331,U7330,3858.87,IMPS,26-06-2024 07:20,Hyderabad,0,Mobile,0,0,710,4564.15,3,0,804,7,0,0
T0045955,U5580,3754.93,UPI,03-03-2024 06:30,Bangalore,0,Desktop,0,0,2062,3547.3,3,0,863,6,1,0
T0015530,U2553,2663.16,IMPS,12-10-2024 01:55,Mumbai,0,Mobile,0,0,2817,3641.65,2,2,190,1,1,0
T0066185,U7615,2357.01,UPI,03-12-2024 06:36,Kolkata,0,Tablet,0,0,1571,3113.05,0,0,429,6,0,0
T0081375,U9122,3798.06,UPI,22-11-2024 20:03,Chennai,0,Desktop,0,0,307,3500.86,10,0,4,20,0,1
T0075185,U8523,5968.38,NEFT,10-01-2024 22:20,Mumbai,0,Mobile,0,0,2842,4698.11,3,0,187,22,0,0
T0012293,U2234,4190.07,ATM Withdrawal,17-07-2024 05:04,Kolkata,0,Mobile,0,0,2994,4579.98,0,1,1172,5,0,0
T0050586,U6053,6040.26,RTGS,26-06-2024 21:15,Hyderabad,0,Mobile,0,0,2322,4972.87,2,0,87,21,0,0
T0073596,U8363,4866.4,IMPS,28-04-2024 15:32,Mumbai,0,Mobile,0,0,3129,4399.22,0,0,1146,15,1,0
T0034987,U4505,6194.68,POS,14-08-2024 00:39,Bangalore,0,Desktop,0,0,855,5527.99,0,0,925,0,0,0
T0090208,U9985,4382.66,IMPS,05-02-2024 17:46,Delhi,0,Mobile,0,0,3477,4278.97,4,0,1271,17,0,0
T0099671,U10948,4736.54,POS,07-03-2024 07:04,Chennai,0,Mobile,0,0,3324,4541.11,2,2,450,7,0,0
T0023461,U3359,3759.44,IMPS,09-12-2024 15:28,Bangalore,0,Mobile,0,0,2139,4556.92,2,1,581,15,0,0
T0080578,U9044,1499.6,ATM Withdrawal,23-09-2024 07:44,Delhi,0,Mobile,0,0,1731,4895.79,5,0,233,7,0,0
T0020444,U3057,2554.51,RTGS,10-07-2024 20:20,Hyderabad,0,Desktop,0,0,2521,3059.93,0,1,1011,20,0,0
T0004119,U1418,8741.46,IMPS,15-05-2024 01:01,Kolkata,0,Mobile,0,0,945,7588.68,4,1,278,1,0,0
T0027086,U3714,3039.34,NEFT,15-12-2024 22:18,Delhi,0,Desktop,0,0,1548,4151.79,2,0,991,22,1,0
T0078704,U8862,1511.54,RTGS,17-02-2024 23:39,Kolkata,0,Mobile,0,1,1395,3385.23,0,0,159,23,1,0
T0033191,U4332,5811.93,RTGS,11-02-2024 17:12,Hyderabad,0,Mobile,0,0,3587,5760.88,3,1,816,17,1,0
T0051753,U6171,1859.03,IMPS,01-05-2024 08:10,Kolkata,0,Mobile,0,0,871,3654.83,11,0,4,8,0,1
T0031128,U4122,2550.3,UPI,19-04-2024 07:20,Kolkata,0,Mobile,0,0,2084,3458.04,4,3,93,7,0,0
T0071164,U8121,2927.44,IMPS,01-08-2024 00:26,Mumbai,0,Tablet,0,0,2927,3027.06,1,0,1287,0,0,0
T0008715,U1877,2205.97,NEFT,08-04-2024 21:53,Delhi,0,Tablet,0,0,1861,3682.89,2,0,443,21,0,0
T0081550,U9140,3739.88,IMPS,20-10-2024 16:44,Hyderabad,0,Mobile,0,0,1953,3493.95,2,0,780,16,1,0
T0017997,U2810,2542.05,UPI,14-11-2024 04:45,Kolkata,0,Mobile,0,0,1926,2924.38,3,0,840,4,0,0
T0032980,U4308,2556.47,IMPS,30-04-2024 23:32,Chennai,0,Mobile,0,0,1640,3334.81,3,1,405,3,0,1
T0006490,U1656,10053.52,UPI,24-03-2024 18:27,Chennai,0,Mobile,1,0,2554,2775.69,1,0,940,18,1,1
T0025144,U3530,4965.76,NEFT,13-09-2024 03:09,Mumbai,0,Mobile,0,0,127,3779.47,8,1,507,3,0,0
T0005578,U1562,4255.21,NEFT,20-08-2024 15:58,Hyderabad,0,Desktop,0,0,2331,2998.97,1,0,866,15,0,0
T0039820,U4980,3851.53,UPI,12-05-2024 09:35,Kolkata,0,Tablet,1,0,3009,4546.35,3,0,627,9,1,0
T0013546,U2362,3586.32,NEFT,27-02-2024 10:36,Kolkata,0,Mobile,0,0,1753,4711.65,2,0,1402,10,0,0
T0084472,U9422,4367.93,POS,31-10-2024 16:07,Chennai,0,Mobile,0,0,3462,5404.3,1,0,777,16,0,0
T0021451,U3155,4032,UPI,30-08-2024 02:10,Hyderabad,0,Mobile,0,0,2047,3157.79,4,0,110,2,0,0
T0000325,U1034,5790.04,ATM Withdrawal,30-01-2024 03:38,Kolkata,0,Mobile,0,0,348,4290.67,2,2,979,3,0,0
T0056757,U6671,5619.12,NEFT,01-08-2024 09:52,Bangalore,0,Mobile,0,0,1007,5037.54,4,0,1295,9,0,0
T0028831,U3896,2055.21,UPI,04-05-2024 20:33,Hyderabad,1,Tablet,1,1,105,3128.81,1,0,1235,20,1,1
T0011027,U2107,4417.43,UPI,25-11-2024 01:47,Mumbai,0,Desktop,0,0,325,4615.04,0,1,1342,1,0,0
T0068657,U7865,4386.52,RTGS,04-09-2024 00:17,Mumbai,0,Mobile,0,0,529,4463.06,2,0,925,0,0,0
T0006599,U1667,4818.9,NEFT,04-08-2024 17:14,Chennai,0,Desktop,1,0,3469,4251.79,2,0,776,17,1,0
T0041733,U5166,5748.2,UPI,18-02-2024 07:44,Hyderabad,0,Mobile,1,0,1525,4922.93,19,0,2,7,1,1
T0018356,U2846,2470.35,POS,11-06-2024 18:36,Hyderabad,0,Mobile,0,0,1381,3753.32,2,1,857,18,0,0
T0049089,U5903,5642.34,IMPS,04-11-2024 02:22,Delhi,1,Mobile,0,0,1707,4110.77,2,0,479,2,0,0
T0022835,U3293,3801.24,NEFT,11-09-2024 19:12,Delhi,0,Mobile,0,0,2637,4494.09,4,1,1040,19,0,0
T0036951,U4704,4240.6,POS,10-03-2024 16:25,Kolkata,1,Mobile,0,0,2262,5943.18,1,1,409,16,1,0
T0018243,U2835,3471.75,UPI,24-08-2024 17:18,Mumbai,0,Desktop,0,0,2519,3967.16,1,0,1021,17,1,0
T0097253,U10704,5550.25,UPI,15-03-2024 12:11,Delhi,0,Mobile,0,0,2511,4762.58,2,1,38,12,0,0
T0044195,U5403,5462.13,UPI,12-12-2024 03:38,Chennai,0,Desktop,1,1,2838,4105.16,1,0,453,3,0,0
T0052193,U6215,2862.2,POS,17-04-2024 14:27,Kolkata,0,Mobile,0,0,3437,4172.23,4,1,65,14,0,0
T0009535,U1963,3168.54,UPI,10-10-2024 01:53,Bangalore,0,Desktop,0,0,1638,3283.92,2,0,551,1,0,0
T0062821,U7279,7680.91,UPI,11-10-2024 13:59,Kolkata,0,Mobile,0,0,3354,6581.1,1,0,708,13,0,0
T0039363,U4935,2424.04,RTGS,19-04-2024 08:59,Hyderabad,0,Mobile,0,0,2997,3041.37,1,1,944,8,0,0
T0023033,U3316,5977.54,POS,15-07-2024 02:48,Delhi,0,Mobile,0,0,2713,4336.59,2,0,522,2,0,0
T0023312,U3344,4519.62,NEFT,16-10-2024 11:18,Delhi,0,Desktop,0,0,446,4438.51,2,0,1236,11,0,0
T0055548,U6549,7149.5,NEFT,19-07-2024 17:44,Delhi,0,Mobile,0,0,2879,5489.17,1,1,185,17,0,0
T0032134,U4224,4577.76,UPI,10-03-2024 17:43,Kolkata,0,Mobile,0,0,2926,4216.23,3,0,679,17,1,0
T0082245,U9207,4301,NEFT,05-09-2024 23:26,Delhi,0,Mobile,0,0,1741,3067.12,3,0,1320,23,0,0
T0013936,U2399,3775.33,UPI,24-12-2024 11:57,Mumbai,0,Mobile,0,0,1121,4551.97,1,0,476,11,0,0
T0071918,U8197,4110.92,RTGS,15-08-2024 05:56,Chennai,0,Mobile,0,0,2618,3745.56,4,0,334,5,0,0
T0077599,U8758,6162.98,NEFT,20-11-2024 13:03,Chennai,0,Desktop,1,0,1014,5377.26,1,0,727,13,0,0
T0082531,U9238,1734.6,IMPS,08-07-2024 01:04,Hyderabad,0,Mobile,0,0,2451,2162.57,1,0,728,1,0,0
T0054629,U6462,4599.52,IMPS,14-05-2024 01:26,Bangalore,1,Mobile,0,0,648,4853.75,1,2,907,1,0,0
T0012637,U2268,3706.31,RTGS,06-01-2024 17:14,Kolkata,0,Mobile,0,0,1066,4279.9,2,0,1057,17,1,0
T0026543,U3661,4490.42,IMPS,18-09-2024 08:01,Hyderabad,0,Desktop,0,0,3564,4902.89,3,0,1359,8,0,0
T0075482,U8552,4007.73,UPI,04-03-2024 20:22,Kolkata,0,Desktop,0,0,2517,2927.49,12,1,2,20,0,1
T0095112,U10480,2343.22,UPI,09-08-2024 04:13,Hyderabad,0,Mobile,0,1,1008,3691.35,3,0,489,4,0,0
T0062597,U7257,5587.72,NEFT,11-03-2024 08:39,Delhi,0,Tablet,0,0,404,4724.95,2,0,1406,3,0,1
T0007798,U1787,4663.17,NEFT,11-02-2024 12:59,Delhi,0,Mobile,0,0,1253,5042.91,3,0,1141,12,1,0
T0056974,U6693,5816.66,NEFT,17-06-2024 14:58,Chennai,0,Desktop,0,0,1414,5780.92,2,0,1393,14,0,0
T0003545,U1364,3853.6,IMPS,08-08-2024 02:14,Mumbai,0,Desktop,0,0,861,3430.88,4,0,1124,2,0,0
T0059625,U6956,4165.53,IMPS,03-01-2024 16:15,Chennai,0,Mobile,0,0,1598,4543.91,3,1,1245,16,0,0
T0047990,U5790,2204.96,POS,11-07-2024 22:07,Chennai,0,Mobile,1,0,150,2106.44,1,0,364,22,0,1
T0048552,U5850,5224.61,UPI,25-09-2024 21:03,Kolkata,0,Mobile,0,0,2850,4740.51,0,1,1000,21,0,0
T0000722,U1072,3922.15,UPI,10-09-2024 04:02,Mumbai,0,Desktop,0,0,1974,3362.2,2,0,424,4,0,0
T0097945,U10770,5235.76,NEFT,08-06-2024 23:55,Delhi,0,Tablet,0,0,1866,3562.74,1,1,651,23,1,0
T0008875,U1893,3590.97,ATM Withdrawal,25-07-2024 07:40,Bangalore,0,Desktop,0,0,1144,3288.94,2,2,544,7,0,0
T0076220,U8624,7625.7,NEFT,06-11-2024 09:29,Delhi,1,Mobile,1,1,1384,3803.35,2,1,952,9,0,1
T0003591,U1367,2699.19,UPI,06-03-2024 13:49,Kolkata,0,Desktop,0,0,910,3908.98,0,0,1160,13,0,0
T0045849,U5570,4162.57,POS,12-07-2024 08:52,Chennai,0,Desktop,0,0,1632,5173.35,2,0,541,8,0,0
T0009344,U1939,4342.67,POS,07-02-2024 02:42,Bangalore,0,Desktop,0,0,1891,5153.8,2,0,1239,2,0,0
T0023479,U3361,5641.74,NEFT,21-01-2024 00:32,Hyderabad,0,Mobile,0,0,996,6195.01,1,0,1349,0,1,0
T0033227,U4334,358.2372515,UPI,21-08-2024 06:06,Chennai,0,Mobile,0,1,1477,3658.26,6,0,325,6,0,1
T0072752,U8280,5245.73,UPI,08-01-2024 01:46,Chennai,0,Mobile,0,0,2852,4021.32,1,1,532,2,0,1
T0038492,U4855,242.4109787,UPI,24-01-2024 20:11,Bangalore,0,Mobile,0,1,1001,5588.41,6,1,290,20,0,1
T0026081,U3617,4205.25,NEFT,04-10-2024 01:31,Hyderabad,0,Mobile,0,0,2079,4650.7,1,0,281,1,0,0
T0081672,U9151,2529.01,RTGS,01-09-2024 09:49,Mumbai,0,Mobile,0,0,2777,2411.26,3,1,261,9,1,0
T0053482,U6345,9033.645,POS,02-05-2024 16:28,Hyderabad,1,Mobile,1,1,667,5639.21,0,0,748,16,0,1
T0087487,U9719,4896.23,ATM Withdrawal,14-06-2024 05:00,Bangalore,0,Mobile,0,0,1030,4600.12,2,1,1036,5,0,0
T0087204,U9693,5196.13,UPI,15-02-2024 12:25,Delhi,0,Mobile,0,0,2731,3746.18,2,0,1143,12,0,0
T0000919,U1092,3112.86,NEFT,22-02-2024 17:45,Mumbai,0,Desktop,0,0,3465,4032.61,1,0,531,17,0,0
T0074309,U8432,1554.01,POS,20-04-2024 00:06,Bangalore,0,Mobile,0,0,3476,2742,1,1,514,0,1,0
T0062182,U7215,7234.06,NEFT,22-07-2024 09:42,Delhi,0,Mobile,1,0,3604,3515.57,1,2,323,9,0,1
T0030725,U4083,2556.96,UPI,31-08-2024 12:27,Chennai,0,Mobile,0,0,605,3477.01,4,1,940,12,1,0
T0088266,U9793,794.31,NEFT,24-06-2024 01:14,Chennai,0,Tablet,0,0,557,1662.1,2,0,1030,1,0,0
T0032125,U4223,3448.21,UPI,04-09-2024 01:07,Delhi,0,Desktop,0,0,2642,3584.36,1,0,523,1,0,0
T0060790,U7073,6082.6,UPI,12-09-2024 23:04,Bangalore,0,Tablet,0,0,745,5662.74,0,0,1135,23,0,0
T0080228,U9008,4300.27,IMPS,26-09-2024 01:35,Mumbai,0,Tablet,0,0,1887,4093.46,1,0,828,1,0,0
T0039148,U4916,5583.81,UPI,09-05-2024 11:21,Bangalore,0,Mobile,0,0,694,3912.53,2,2,519,11,0,0
T0087934,U9763,3820.59,UPI,30-07-2024 22:11,Delhi,0,Tablet,0,0,2479,4613.02,0,0,1413,22,0,0
T0077274,U8726,4925.115,IMPS,21-09-2024 22:25,Kolkata,1,Mobile,1,1,3276,1821.93,3,0,764,22,1,1
T0044841,U5471,3468.36,RTGS,28-09-2024 18:27,Mumbai,0,Desktop,0,0,384,4996.43,1,0,1081,18,1,0
T0084819,U9454,2225.17,UPI,04-08-2024 14:01,Kolkata,0,Mobile,0,0,3081,3598.21,1,0,469,14,1,0
T0054495,U6445,3887.55,UPI,25-07-2024 05:10,Kolkata,0,Desktop,0,1,2214,3761.15,3,0,740,5,0,0
T0014275,U2435,3672.24,NEFT,03-04-2024 20:35,Chennai,0,Mobile,0,0,3241,4140.74,0,0,233,20,0,0
T0092767,U10239,5017.93,ATM Withdrawal,12-04-2024 03:32,Chennai,0,Desktop,0,0,839,4775.06,2,0,1156,3,0,0
T0071679,U8172,7086.45,NEFT,03-12-2024 09:17,Delhi,0,Desktop,0,0,1178,4594.66,1,0,1118,9,0,0
T0074195,U8421,3504.14,UPI,20-09-2024 15:25,Delhi,0,Desktop,1,0,1931,3752.49,0,4,147,15,0,0
T0001430,U1143,5002.62,IMPS,03-01-2025 07:56,Chennai,0,Desktop,0,0,2009,4659.46,4,1,619,7,0,0
T0023494,U3362,5858.9,IMPS,26-07-2024 15:25,Chennai,0,Mobile,0,0,2292,6080.37,2,1,1118,15,0,0
T0076129,U8616,5418.8,POS,09-01-2024 07:05,Chennai,0,Mobile,1,0,2891,4140.34,2,0,432,7,0,0
T0070320,U8037,3029.72,RTGS,20-09-2024 18:32,Kolkata,0,Mobile,0,0,1901,2943.1,12,0,1,18,0,1
T0005579,U1563,2562.78,NEFT,20-12-2024 11:33,Bangalore,1,Mobile,0,0,2818,3231.31,1,0,166,11,0,0
T0068995,U7901,585.61,POS,20-07-2024 08:20,Bangalore,0,Mobile,0,0,2575,3117.72,1,0,1023,8,1,0
T0023711,U3384,6525.26,IMPS,31-08-2024 23:43,Delhi,0,Mobile,0,1,623,4668.64,0,0,325,23,1,0
T0068699,U7870,1463.85,IMPS,16-04-2024 19:41,Hyderabad,0,Tablet,0,0,1842,2662.56,1,0,1055,19,0,0
T0092072,U10173,5029.31,IMPS,20-12-2024 17:09,Delhi,0,Mobile,0,0,3385,5116.22,3,0,805,17,0,0
T0001131,U1112,2327.97,NEFT,23-01-2024 09:12,Hyderabad,0,Mobile,0,0,1212,3139.98,3,0,148,9,0,0
T0016238,U2625,15773.8,IMPS,07-05-2024 13:57,Hyderabad,0,Mobile,1,0,3512,5578.63,3,0,847,13,0,1
T0091767,U10142,2685.53,NEFT,19-03-2024 03:13,Hyderabad,0,Mobile,0,0,1866,3485.98,5,1,559,3,0,0
T0074192,U8421,2666.96,NEFT,18-09-2024 23:58,Delhi,0,Tablet,0,0,1931,3752.49,3,0,1081,23,0,0
T0010566,U2063,4210.06,UPI,23-06-2024 04:42,Kolkata,0,Mobile,0,0,2845,3790.3,1,2,216,4,1,0
T0062167,U7213,5516.4,ATM Withdrawal,26-08-2024 18:46,Bangalore,0,Mobile,0,0,1065,4582.99,5,0,334,18,0,0
T0035175,U4524,5616.68,NEFT,30-12-2024 19:19,Chennai,0,Mobile,0,0,1835,5679.53,2,0,918,19,0,0
T0051263,U6120,3939.43,IMPS,03-11-2024 03:10,Delhi,0,Mobile,0,0,2487,4212.01,1,0,544,3,1,0
T0046452,U5631,4586.45,UPI,09-07-2024 18:03,Delhi,0,Mobile,0,0,1139,4278.67,2,0,1352,18,0,0
